,1385_at,31622_f_at,32821_at,33328_at,33919_at,34375_at,34407_at,35766_at,36130_f_at,37032_at,37157_at,38637_at,38722_at,39081_at,39182_at,39409_at,39594_f_at,39640_at,40087_at,40103_at,40445_at,40567_at,40767_at,40848_g_at,41139_at,41165_g_at,41176_at,41177_at,41209_at,41402_at,41423_at,41424_at,41454_at,41504_s_at,41745_at,41771_g_at,41772_at,41792_at,41827_f_at,575_s_at,657_at,677_s_at,700_s_at,715_s_at,767_at,870_f_at,927_s_at,973_at,988_at,632_at,179_at
129,216.3,444.9,128.7,192.5,20.0,20.0,499.7,365.5,822.1,500.4,91.0,117.8,438.6,20.0,291.1,378.5,402.1,171.7,119.9,1000.6,161.7,538.4,20.0,134.5,277.2,1823.6,564.1,1012.4,343.6,20.0,252.7,20.0,221.4,20.0,2362.2,856.0,350.3,90.1,2423.3,600.1,388.7,302.0,20.0,20.0,20.0,630.4,20.0,168.9,78.2,20.0,128.3
130,166.4,613.7,77.2,209.4,310.6,135.2,504.4,788.0,20.0,229.7,83.1,135.4,497.2,20.0,179.4,344.7,20.0,190.4,139.4,816.2,168.4,20.0,146.9,131.0,307.5,977.3,20.0,20.0,113.0,236.5,225.0,20.0,165.5,348.5,3179.2,618.3,269.0,82.9,2324.8,737.1,391.0,140.8,1624.4,330.5,20.0,903.8,630.0,108.0,85.0,20.0,142.3
131,372.3,20.0,62.4,20.0,20.0,20.0,20.0,773.7,20.0,480.3,58.4,78.0,524.4,20.0,20.0,294.1,20.0,175.6,138.9,1501.0,126.1,20.0,332.5,167.4,194.4,1101.9,526.6,1070.5,266.3,69.9,184.5,124.3,217.0,20.0,3620.2,589.1,199.9,87.7,2857.4,279.2,20.0,303.8,1421.0,20.0,20.0,20.0,573.0,20.0,32.6,20.0,20.0
132,107.9,377.9,355.8,108.4,144.8,20.0,361.5,20.0,405.6,20.0,49.6,20.0,430.4,442.4,224.4,172.2,381.0,68.0,20.0,1237.2,20.0,521.2,56.6,235.6,20.0,1231.3,969.7,20.0,20.0,127.2,176.2,55.7,185.5,166.7,4741.3,495.8,196.3,98.6,3196.0,572.1,311.2,100.0,20.0,212.8,109.8,897.4,20.0,81.7,20.0,20.0,273.9
133,454.2,353.3,20.0,119.7,84.0,20.0,378.5,20.0,609.6,80.3,220.3,86.7,218.2,389.2,263.5,213.4,574.0,222.8,20.0,609.8,20.0,469.8,21.3,60.0,303.8,605.0,66.1,102.3,23.6,53.5,124.9,20.0,20.0,330.5,2193.1,276.5,141.6,69.4,4018.0,20.0,140.4,359.3,547.1,96.4,61.0,849.9,320.5,84.8,102.2,20.0,251.7
134,155.9,405.5,20.0,156.1,183.9,164.3,282.3,20.0,494.6,278.7,83.8,124.1,382.3,238.8,180.4,351.5,439.8,206.5,224.4,20.0,155.3,359.9,105.1,241.9,354.3,1092.5,461.5,796.5,122.7,20.0,270.1,121.2,296.6,200.8,2987.5,406.1,127.6,100.3,20.0,545.6,533.7,100.4,20.0,118.2,217.8,579.2,20.0,150.8,24.2,20.0,278.9
135,400.1,20.0,92.3,20.0,20.0,230.0,20.0,586.3,1181.1,20.0,26.5,20.0,20.0,485.2,20.0,20.0,20.0,160.6,85.5,1358.8,121.0,20.0,215.9,20.0,20.0,2848.6,131.5,334.2,131.5,74.6,266.2,20.0,225.2,20.0,20.0,194.8,53.5,91.8,20.0,128.7,20.0,58.8,992.0,82.7,20.0,991.9,796.5,106.2,25.8,20.0,204.7
136,409.8,383.2,366.7,48.4,20.0,20.0,103.3,724.2,573.5,20.0,35.0,36.7,226.7,420.5,277.6,142.9,492.5,140.5,128.3,781.8,20.0,102.3,188.4,162.3,20.0,449.3,316.5,616.2,36.2,112.5,20.0,69.7,20.0,235.6,4139.8,249.6,142.3,107.1,2778.4,348.9,200.6,69.1,20.0,121.7,20.0,1012.9,20.0,77.8,102.7,20.0,278.6
137,208.4,547.4,558.0,130.6,20.0,265.5,541.9,20.0,1156.8,556.8,77.6,94.8,518.0,431.5,118.3,223.5,610.3,41.0,20.0,1053.3,20.0,156.9,159.1,106.7,20.0,20.0,67.5,165.0,20.2,55.6,185.6,145.4,208.8,276.5,4390.6,223.5,52.1,87.1,20.0,306.9,285.2,68.0,2347.2,168.6,232.1,963.4,20.0,73.3,41.3,20.0,243.4
138,191.2,641.6,30.1,135.2,142.9,20.0,320.3,901.9,690.5,111.0,38.0,37.4,197.0,338.0,45.5,237.0,532.8,20.0,20.0,1500.5,20.0,229.4,44.2,83.7,20.0,1729.4,20.0,20.0,99.9,129.3,308.3,308.5,20.0,287.3,1192.1,178.1,70.6,124.9,4191.4,20.0,193.2,100.3,1123.6,231.9,20.0,1002.6,890.0,57.1,64.9,20.0,316.2
139,144.4,651.8,189.0,127.0,179.3,20.0,319.1,1157.5,20.0,153.7,72.3,94.5,283.2,452.0,185.6,227.3,20.0,116.6,164.0,923.6,221.1,248.2,48.6,62.4,335.9,2254.8,868.6,1542.8,49.8,59.8,115.5,135.0,352.7,262.0,2567.0,252.4,96.8,74.4,3485.0,20.0,162.8,124.3,20.0,107.7,45.8,1040.0,1233.7,20.0,150.3,20.0,70.3
140,20.0,481.3,412.6,111.7,100.0,20.0,525.3,20.0,871.2,289.5,38.0,208.7,309.3,20.0,264.1,382.8,624.8,102.8,20.0,931.6,20.0,412.0,28.7,20.0,378.2,1358.6,68.1,77.0,26.6,197.0,101.6,20.0,20.0,262.4,20.0,139.1,67.0,127.1,20.0,20.0,290.7,90.9,208.7,127.3,374.4,961.3,288.3,85.9,20.0,20.0,280.4
141,20.0,596.3,20.0,86.3,323.6,202.1,324.4,20.0,559.4,170.1,59.6,82.9,239.9,350.9,132.8,170.5,494.5,68.2,39.1,861.4,20.0,346.3,34.8,210.1,356.4,1379.0,84.2,164.2,38.6,113.2,202.5,20.0,20.0,129.8,20.0,229.1,100.3,118.0,3958.5,20.0,336.1,59.3,500.5,178.5,109.6,1018.7,303.8,132.6,20.0,20.0,212.8
142,284.2,303.3,341.0,20.0,294.1,20.0,426.5,910.9,514.2,634.1,106.3,120.6,546.6,383.4,302.4,335.1,389.1,198.2,139.8,711.0,237.0,416.2,121.4,20.0,427.6,893.2,734.7,1334.0,273.8,272.4,20.0,88.6,171.0,307.1,3083.0,20.0,20.0,108.8,3176.7,584.0,362.1,81.0,1096.9,221.9,20.0,645.2,434.8,190.5,111.3,20.0,254.2
143,314.5,539.7,396.8,20.0,375.7,241.0,532.1,20.0,680.8,524.0,131.4,195.1,466.4,499.7,209.5,388.4,428.6,242.5,61.5,1156.7,141.9,534.7,143.6,190.7,355.2,1573.0,20.0,1544.5,145.8,203.6,225.9,68.3,255.8,452.2,3111.6,579.0,230.4,98.7,4121.5,20.0,393.2,308.3,1151.5,141.2,196.0,644.3,435.0,146.2,52.9,20.0,163.2
144,218.7,86.3,73.6,20.0,20.0,20.0,319.0,732.3,450.3,448.4,94.4,102.3,258.5,199.1,270.4,280.6,266.8,92.2,20.0,1360.4,190.8,20.0,149.8,20.0,277.7,2548.0,20.0,20.0,20.0,193.1,157.0,206.4,275.1,20.0,3189.7,683.9,333.4,102.5,2932.8,621.5,87.7,253.7,2317.3,232.7,20.0,652.8,20.0,115.5,109.2,20.0,104.1
145,124.5,163.5,20.0,208.6,246.0,110.7,20.0,946.1,436.9,161.9,100.3,174.9,282.5,260.2,266.6,231.9,463.1,223.5,163.6,1335.7,101.9,119.8,139.0,104.2,230.9,2146.9,366.5,571.5,120.7,20.0,20.0,238.4,120.3,232.0,1960.8,326.5,128.4,100.9,5703.9,20.0,377.5,76.5,26.5,237.6,226.0,627.8,20.0,123.1,20.0,20.0,209.1
146,20.0,640.0,20.0,174.4,20.0,154.6,20.0,234.2,20.0,283.6,96.1,20.0,20.0,374.5,20.0,20.0,20.0,97.8,20.0,963.6,63.5,468.0,36.0,143.0,20.0,56.4,540.3,1217.2,20.0,88.9,231.0,161.2,147.9,20.0,3725.4,384.8,91.8,85.0,280.1,123.1,323.1,34.8,881.8,145.9,31.3,1125.5,369.5,59.9,117.9,20.0,279.2
147,284.3,638.3,206.0,20.0,20.0,20.0,476.4,652.7,20.0,657.9,80.3,135.5,375.2,20.0,20.0,344.4,654.6,49.5,80.3,1380.3,106.3,487.1,386.9,176.1,252.9,76.0,616.7,1379.2,20.0,244.7,193.7,145.7,115.6,20.0,2759.8,502.2,211.4,42.4,1144.8,598.7,292.6,20.0,1342.4,297.4,184.6,989.4,705.4,161.1,49.5,20.0,121.1
148,20.0,504.5,245.8,181.9,181.6,265.1,228.2,787.4,534.1,196.6,153.3,96.9,332.4,480.6,217.9,214.7,530.0,146.9,85.8,785.9,20.0,493.2,141.4,254.3,257.8,331.1,261.6,561.0,121.0,152.6,296.5,54.5,255.8,294.1,3103.3,375.6,155.4,76.4,752.0,20.0,348.2,116.8,1230.5,189.5,190.1,768.9,478.2,114.3,20.0,20.0,143.7
149,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,524.7,20.0,20.0,20.0,20.0,20.0,20.0,32.9,20.0,51.6,219.2,481.4,422.6,155.6,305.6,53.0,20.0,212.0,59.4,20.0,20.0,2624.1,115.9,27.7,67.2,548.5,20.0,457.3,53.7,450.3,58.6,20.0,997.8,228.0,164.0,20.0,20.0,20.0
150,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1045.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,39.1,1064.5,20.0,20.0,126.1,20.0,20.0,128.7,78.1,157.9,27.9,20.0,128.0,20.0,239.5,20.0,20.0,58.0,44.8,47.7,1740.5,20.0,20.0,20.0,78.6,20.3,85.1,20.0,65.3,20.0,25.1,303.1,144.7
151,405.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,746.9,20.0,20.0,20.0,20.0,158.1,20.0,20.0,20.0,20.0,20.0,34.6,301.1,109.0,20.0,20.0,61.7,90.3,146.8,60.9,52.4,20.0,26.4,86.4,20.0,3681.5,75.2,22.1,74.1,1725.4,20.0,295.4,24.7,34.2,78.8,28.6,1172.3,26.0,20.0,20.0,316.3,20.0
152,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,497.3,20.0,20.0,20.0,524.1,20.0,20.0,20.0,20.0,20.0,1252.0,24.0,20.0,24.5,20.0,20.0,27.2,124.3,218.3,20.8,20.0,20.0,20.0,83.1,20.0,2574.5,69.8,20.0,57.8,141.9,61.2,20.0,20.0,225.0,47.0,29.9,20.0,111.1,41.9,20.0,20.0,20.0
153,20.0,20.0,56.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,162.1,20.0,20.0,20.0,20.0,20.0,78.6,186.4,20.0,206.1,20.0,382.9,161.0,138.1,57.5,20.0,20.0,48.3,92.4,433.8,20.0,132.4,62.8,20.0,414.8,62.5,20.0,20.0,116.0,76.0,39.0,20.0,87.8,20.0,29.4,20.0,20.0
154,20.0,20.0,21.4,20.0,20.0,20.0,20.0,1080.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,28.5,975.1,20.0,20.0,79.1,20.0,20.0,880.5,226.1,475.7,50.7,48.7,20.0,70.7,48.0,286.8,20.0,213.5,20.0,20.0,1737.0,128.5,20.0,20.0,129.1,97.7,161.0,20.0,145.1,156.4,20.0,20.0,20.0
155,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.1,20.0,20.0,20.0,20.0,1397.4,41.5,95.1,30.0,20.0,20.0,218.3,91.0,186.4,43.2,20.0,225.3,20.0,72.1,20.0,20.0,74.3,20.0,99.4,544.7,20.0,20.0,20.0,37.2,78.7,20.0,20.0,154.8,20.0,20.0,20.0,20.0
156,20.0,619.3,56.4,20.0,20.0,109.3,20.0,20.0,705.9,20.0,20.0,172.4,20.0,146.8,284.0,20.0,251.7,20.0,20.0,20.0,108.2,20.0,58.4,20.0,20.0,20.0,185.0,274.5,43.9,20.0,196.9,104.8,20.0,20.0,20.0,64.6,25.2,111.5,20.0,30.3,20.0,20.0,125.8,126.1,20.0,509.4,132.5,93.4,20.0,20.0,20.0
157,20.0,20.0,36.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1070.6,44.0,20.0,39.6,20.0,20.0,150.9,175.6,311.7,36.1,20.0,20.0,20.0,139.7,20.0,4268.2,65.0,20.0,81.5,674.5,20.0,472.2,27.6,119.5,67.4,20.0,1203.2,222.9,82.9,20.0,20.0,20.0
158,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,46.6,20.0,84.6,201.5,20.0,84.2,53.0,62.7,61.0,29.4,20.0,20.0,102.8,20.0,20.0,35.3,20.0,117.0,72.3,20.0,20.0,27.1,103.0,80.8,20.0,20.0,129.7,20.0,20.0,20.0,20.0
159,20.0,20.0,36.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,122.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,38.8,175.4,30.9,20.0,20.0,422.3,94.2,208.3,104.0,49.7,20.0,20.0,42.9,20.0,20.0,71.3,68.3,20.0,1353.1,20.0,20.0,111.5,549.0,42.0,20.0,20.0,409.6,20.0,20.0,20.0,20.0
160,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1427.4,20.0,233.2,30.7,20.0,20.0,254.4,108.7,141.3,47.7,20.0,20.0,92.9,63.9,396.1,20.0,110.1,65.5,20.0,1067.2,20.0,20.0,29.7,20.0,83.1,20.0,20.0,182.2,20.0,20.0,20.0,20.0
161,20.0,20.0,81.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,41.1,20.0,20.0,428.1,20.0,20.0,20.0,571.3,124.1,210.9,20.3,20.0,20.0,20.0,117.5,20.0,20.0,50.6,33.7,20.0,2041.7,111.5,20.0,20.0,677.3,33.4,447.9,20.0,772.0,20.0,20.0,163.6,20.0
162,20.0,20.0,35.4,202.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,121.9,20.0,20.0,20.0,20.0,20.0,131.1,20.0,20.0,20.0,20.0,33.3,20.0,20.0,20.0,222.1,162.6,66.7,20.0,20.0,45.2,58.8,20.0,20.0,191.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,61.3,20.0,20.0,81.2,20.0,20.0,20.0,20.0
163,20.0,20.0,20.0,20.0,20.0,20.0,20.0,530.7,20.0,20.0,90.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,852.3,20.0,20.0,154.1,240.8,20.0,115.2,83.9,187.5,163.6,35.1,20.0,22.5,214.0,449.2,20.0,49.6,27.0,134.8,194.4,20.0,339.1,63.8,79.8,73.7,20.0,20.0,20.0,20.0,23.4,20.0,20.0
164,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,311.9,78.6,20.0,20.0,58.5,64.7,77.1,171.7,33.6,20.0,20.0,59.6,20.0,20.0,49.6,25.0,72.3,1349.4,20.0,20.0,301.5,36.2,73.2,37.3,20.0,20.0,89.8,20.0,20.0,20.0
165,175.2,535.3,285.3,179.4,181.2,110.9,20.0,1093.8,752.7,20.0,83.6,183.8,513.7,345.5,107.4,20.0,464.0,156.3,107.4,682.4,116.3,20.0,56.0,224.4,20.0,20.0,20.0,20.0,20.0,274.1,150.8,218.9,207.1,223.8,4220.0,153.1,70.4,135.1,20.0,466.7,397.2,49.1,739.9,146.8,166.2,620.7,556.9,47.3,54.3,20.0,301.5
166,299.0,610.6,74.0,80.1,328.6,20.0,321.8,1220.8,20.0,744.2,73.2,154.2,385.6,334.0,230.5,299.2,20.0,61.5,186.9,713.1,196.9,499.1,233.5,145.8,20.0,20.0,946.1,20.0,65.1,20.0,265.9,37.9,63.5,209.6,3720.2,587.4,140.8,20.0,20.0,676.5,375.6,121.5,2282.1,20.0,20.0,1082.2,20.0,147.7,109.6,20.0,190.8
167,20.0,267.2,428.2,20.0,20.0,20.0,20.0,552.3,676.6,20.0,117.1,20.0,20.0,20.0,224.0,20.0,489.6,197.9,197.0,669.4,20.0,20.0,91.2,178.9,181.8,2301.2,939.6,20.0,81.6,132.6,231.3,20.0,117.6,20.0,3271.4,706.1,213.5,20.0,4285.9,171.0,243.9,20.0,1635.2,174.1,209.6,1123.2,1216.6,193.9,51.3,20.0,78.0
168,526.4,575.2,39.0,168.8,20.0,117.3,20.0,531.5,868.2,510.4,85.1,192.3,20.0,369.6,20.0,20.0,637.2,214.7,145.1,1450.5,131.3,20.0,323.3,20.0,20.0,386.1,735.8,1408.7,297.0,62.3,249.1,178.9,267.2,20.0,2369.5,399.8,177.0,79.8,2633.2,551.4,313.6,20.0,1124.4,274.4,228.6,675.2,528.3,142.5,121.2,196.0,150.7
169,384.2,418.9,25.6,20.0,352.4,253.5,523.5,712.8,613.6,20.0,91.9,145.4,545.1,511.3,221.1,304.5,424.6,249.0,114.9,900.2,168.2,20.0,449.6,175.8,465.5,747.3,20.0,20.0,314.0,90.4,209.3,239.4,223.1,282.4,4293.2,435.2,194.7,111.0,1511.0,728.8,482.3,256.7,1587.4,20.0,295.4,1038.8,772.7,181.8,76.3,20.0,229.4
170,300.9,442.3,136.1,86.2,187.5,133.9,420.7,899.0,813.2,174.8,142.9,70.4,204.3,252.5,268.8,221.6,496.4,57.0,134.0,1277.7,257.0,280.2,253.2,133.0,20.0,481.3,20.0,20.0,111.7,233.0,274.7,20.0,149.2,300.0,4553.3,605.2,206.9,20.0,2234.4,475.2,461.0,167.7,20.0,20.0,307.5,1148.7,20.0,75.5,20.0,20.0,297.4
171,596.3,471.9,99.7,20.0,20.0,20.0,20.0,924.6,891.1,572.0,88.9,20.0,20.0,20.0,20.0,20.0,488.2,143.4,92.5,1038.0,68.0,20.0,225.7,20.0,305.6,2642.7,653.6,1123.1,119.2,86.8,296.7,190.2,182.7,20.0,3157.9,155.8,48.9,58.1,2859.7,595.1,330.9,191.6,942.8,20.0,183.5,712.1,323.8,156.4,61.0,20.0,76.1
172,216.5,20.0,45.8,167.9,115.6,129.4,290.5,20.0,20.0,390.3,181.3,136.1,536.3,20.0,175.5,274.2,20.0,225.4,20.0,782.9,98.9,20.0,111.2,103.8,332.5,4088.4,293.7,492.9,146.5,270.0,20.0,86.1,192.0,270.2,1406.5,146.5,52.3,20.0,4007.9,20.0,337.2,162.3,363.4,119.6,95.9,20.0,320.9,124.0,107.1,20.0,248.6
173,20.0,20.0,49.6,86.4,30.4,76.0,85.9,795.8,316.6,20.0,164.1,121.4,282.0,131.4,26.4,43.2,340.8,199.1,20.0,873.6,20.0,150.3,51.8,110.9,230.8,20.0,66.4,63.4,61.4,145.8,266.8,99.7,20.0,195.8,2671.9,20.0,463.0,117.2,337.9,20.0,361.8,25.1,36.8,290.8,54.6,581.5,33.5,76.4,20.0,20.0,312.6
174,284.7,630.4,103.7,20.0,283.9,20.0,20.0,775.8,834.0,20.0,115.3,20.0,468.8,20.0,176.0,415.0,558.1,20.0,20.0,1215.0,183.6,354.4,161.3,20.0,468.5,567.9,838.9,1477.1,301.6,260.9,20.0,86.9,181.1,362.9,3669.0,686.3,290.2,130.2,2271.4,440.1,277.9,133.5,964.5,339.5,83.2,1096.3,464.9,104.4,118.6,20.0,85.5
175,194.7,72.7,190.9,114.3,20.0,103.4,185.9,810.5,351.3,20.0,57.0,79.7,265.5,86.8,99.9,321.0,359.3,306.5,20.0,805.3,65.8,140.1,115.2,119.5,449.4,2168.3,919.1,1406.7,180.2,20.0,279.7,197.2,199.0,267.8,2677.8,20.0,20.0,105.6,2770.3,680.0,243.9,96.9,20.0,305.7,44.3,495.7,20.0,100.9,40.4,20.0,239.2
176,237.5,20.0,256.2,147.8,418.0,20.0,20.0,20.0,20.0,532.0,40.7,97.9,573.9,20.0,210.0,20.0,430.6,70.5,20.0,983.5,20.0,251.7,139.4,111.6,420.7,20.0,73.1,134.1,20.0,56.8,157.6,221.3,215.8,234.5,3587.4,115.3,20.0,101.1,20.0,357.9,270.4,70.9,1918.3,141.1,290.8,1290.3,20.0,131.0,48.3,20.0,279.5
177,317.8,22.1,20.0,141.8,412.5,107.1,373.6,674.3,425.2,661.7,82.7,166.5,350.6,190.1,20.0,20.0,274.1,96.5,58.4,1009.0,231.4,233.8,87.0,147.1,20.0,1777.4,156.3,366.1,34.6,131.6,20.0,138.1,251.9,20.0,3009.2,20.0,20.0,89.3,4024.2,376.9,257.3,193.1,20.0,225.5,167.1,379.1,20.0,95.9,32.6,20.0,97.8
178,420.3,617.9,20.0,144.7,322.0,197.3,467.3,20.0,616.4,664.7,134.8,152.9,493.1,415.1,157.3,403.2,508.3,220.6,75.0,1201.3,126.8,319.8,20.0,192.4,20.0,1435.3,592.8,993.0,59.3,133.3,269.5,298.1,227.0,279.6,3084.4,239.8,126.2,88.4,2487.6,695.6,331.4,140.6,1119.6,263.3,54.1,962.8,564.9,20.0,20.0,20.0,216.7
179,419.6,534.4,37.7,20.0,20.0,20.0,20.0,223.4,842.1,433.0,184.6,161.5,20.0,20.0,20.0,20.0,641.7,325.9,22.0,757.3,100.0,441.1,307.4,117.5,263.0,1632.8,298.8,665.5,159.6,90.9,242.2,93.3,156.8,20.0,2555.1,322.6,153.5,74.5,4111.9,186.2,423.2,20.0,528.7,146.9,322.6,689.0,279.0,20.0,39.4,20.0,175.2
180,98.3,20.0,20.0,95.1,31.3,128.4,126.6,20.0,883.6,20.0,146.4,78.6,88.0,232.5,20.0,98.1,595.2,130.4,216.5,542.1,20.0,20.0,42.7,176.7,308.8,397.7,375.2,688.6,70.6,20.0,20.0,20.0,47.1,318.5,20.0,89.8,24.6,20.0,929.2,20.0,20.0,100.3,311.2,140.1,21.0,1344.8,393.9,89.5,139.4,20.0,265.7
