,1385_at,31622_f_at,32821_at,33919_at,34407_at,35766_at,36130_f_at,37157_at,39081_at,39594_f_at,39640_at,40087_at,40103_at,40445_at,40567_at,40767_at,40848_g_at,41165_g_at,41176_at,41209_at,41423_at,41454_at,41745_at,41771_g_at,41792_at,41827_f_at,575_s_at,677_s_at,700_s_at,870_f_at,927_s_at,973_at,988_at,632_at,179_at,41296_s_at,41416_at,39916_r_at,1199_at,39155_at,553_g_at,36681_at,41106_at,38080_at,1180_g_at,41171_at,32749_s_at
139,144.4,651.8,189.0,179.3,319.1,1157.5,20.0,72.3,452.0,20.0,116.6,164.0,923.6,221.1,248.2,48.6,62.4,2254.8,868.6,49.8,115.5,352.7,2567.0,252.4,74.4,3485.0,20.0,124.3,20.0,1040.0,1233.7,20.0,150.3,20.0,70.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
140,20.0,481.3,412.6,100.0,525.3,20.0,871.2,38.0,20.0,624.8,102.8,20.0,931.6,20.0,412.0,28.7,20.0,1358.6,68.1,26.6,101.6,20.0,20.0,139.1,127.1,20.0,20.0,90.9,208.7,961.3,288.3,85.9,20.0,20.0,280.4,106.2,20.0,20.0,20.0,20.0,20.0,20.0,84.3,20.0,20.0,20.0,20.0
141,20.0,596.3,20.0,323.6,324.4,20.0,559.4,59.6,350.9,494.5,68.2,39.1,861.4,20.0,346.3,34.8,210.1,1379.0,84.2,38.6,202.5,20.0,20.0,229.1,118.0,3958.5,20.0,59.3,500.5,1018.7,303.8,132.6,20.0,20.0,212.8,40.8,20.0,20.0,20.0,20.0,20.0,20.0,104.7,20.0,20.0,20.0,794.0
142,284.2,303.3,341.0,294.1,426.5,910.9,514.2,106.3,383.4,389.1,198.2,139.8,711.0,237.0,416.2,121.4,20.0,893.2,734.7,273.8,20.0,171.0,3083.0,20.0,108.8,3176.7,584.0,81.0,1096.9,645.2,434.8,190.5,111.3,20.0,254.2,20.0,65.5,1914.4,20.0,20.0,20.0,113.2,39.2,20.0,20.0,389.7,20.0
143,314.5,539.7,396.8,375.7,532.1,20.0,680.8,131.4,499.7,428.6,242.5,61.5,1156.7,141.9,534.7,143.6,190.7,1573.0,20.0,145.8,225.9,255.8,3111.6,579.0,98.7,4121.5,20.0,308.3,1151.5,644.3,435.0,146.2,52.9,20.0,163.2,20.0,52.9,1734.8,20.0,20.0,20.0,20.3,20.0,20.0,20.0,20.0,907.5
144,218.7,86.3,73.6,20.0,319.0,732.3,450.3,94.4,199.1,266.8,92.2,20.0,1360.4,190.8,20.0,149.8,20.0,2548.0,20.0,20.0,157.0,275.1,3189.7,683.9,102.5,2932.8,621.5,253.7,2317.3,652.8,20.0,115.5,109.2,20.0,104.1,20.0,20.0,1840.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,874.9
145,124.5,163.5,20.0,246.0,20.0,946.1,436.9,100.3,260.2,463.1,223.5,163.6,1335.7,101.9,119.8,139.0,104.2,2146.9,366.5,120.7,20.0,120.3,1960.8,326.5,100.9,5703.9,20.0,76.5,26.5,627.8,20.0,123.1,20.0,20.0,209.1,23.5,20.0,20.0,20.0,20.0,20.0,108.2,20.0,20.0,20.0,20.0,699.0
146,20.0,640.0,20.0,20.0,20.0,234.2,20.0,96.1,374.5,20.0,97.8,20.0,963.6,63.5,468.0,36.0,143.0,56.4,540.3,20.0,231.0,147.9,3725.4,384.8,85.0,280.1,123.1,34.8,881.8,1125.5,369.5,59.9,117.9,20.0,279.2,72.8,20.0,20.0,20.0,20.0,20.0,20.0,34.1,20.0,20.0,20.0,20.0
147,284.3,638.3,206.0,20.0,476.4,652.7,20.0,80.3,20.0,654.6,49.5,80.3,1380.3,106.3,487.1,386.9,176.1,76.0,616.7,20.0,193.7,115.6,2759.8,502.2,42.4,1144.8,598.7,20.0,1342.4,989.4,705.4,161.1,49.5,20.0,121.1,20.0,20.0,20.0,20.0,20.0,20.0,32.4,74.8,20.0,20.0,20.0,20.0
148,20.0,504.5,245.8,181.6,228.2,787.4,534.1,153.3,480.6,530.0,146.9,85.8,785.9,20.0,493.2,141.4,254.3,331.1,261.6,121.0,296.5,255.8,3103.3,375.6,76.4,752.0,20.0,116.8,1230.5,768.9,478.2,114.3,20.0,20.0,143.7,20.0,20.0,20.0,20.0,20.0,20.0,67.0,51.3,20.0,20.0,20.0,20.0
149,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,524.7,20.0,20.0,20.0,20.0,32.9,20.0,51.6,219.2,422.6,155.6,53.0,212.0,20.0,2624.1,115.9,67.2,548.5,20.0,53.7,450.3,997.8,228.0,164.0,20.0,20.0,20.0,20.0,20.0,2305.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,374.9,921.1
150,20.0,20.0,20.0,20.0,20.0,1045.1,20.0,20.0,20.0,20.0,20.0,39.1,1064.5,20.0,20.0,126.1,20.0,128.7,78.1,27.9,128.0,239.5,20.0,58.0,47.7,1740.5,20.0,20.0,78.6,20.0,65.3,20.0,25.1,303.1,144.7,49.5,20.0,20.0,20.0,20.0,20.0,51.7,96.0,20.0,20.0,20.0,20.0
151,405.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.6,301.1,109.0,20.0,61.7,90.3,60.9,20.0,86.4,3681.5,75.2,74.1,1725.4,20.0,24.7,34.2,1172.3,26.0,20.0,20.0,316.3,20.0,23.7,20.0,2026.1,20.0,207.9,20.0,20.0,20.0,20.0,20.0,20.0,329.0
152,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,524.1,20.0,20.0,20.0,1252.0,24.0,20.0,24.5,20.0,27.2,124.3,20.8,20.0,83.1,2574.5,69.8,57.8,141.9,61.2,20.0,225.0,20.0,111.1,41.9,20.0,20.0,20.0,20.0,20.0,2127.0,20.0,20.0,20.0,20.0,24.8,20.0,20.0,20.0,20.0
153,20.0,20.0,56.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,78.6,186.4,20.0,206.1,382.9,161.0,57.5,20.0,92.4,20.0,132.4,20.0,414.8,62.5,20.0,116.0,20.0,87.8,20.0,29.4,20.0,20.0,20.0,41.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
154,20.0,20.0,21.4,20.0,20.0,1080.2,20.0,20.0,20.0,20.0,20.0,28.5,975.1,20.0,20.0,79.1,20.0,880.5,226.1,50.7,20.0,48.0,20.0,213.5,20.0,1737.0,128.5,20.0,129.1,20.0,145.1,156.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,27.6,20.0,20.0,244.3,20.0
155,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1397.4,41.5,95.1,30.0,20.0,218.3,91.0,43.2,225.3,72.1,20.0,74.3,99.4,544.7,20.0,20.0,37.2,20.0,154.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
156,20.0,619.3,56.4,20.0,20.0,20.0,705.9,20.0,146.8,251.7,20.0,20.0,20.0,108.2,20.0,58.4,20.0,20.0,185.0,43.9,196.9,20.0,20.0,64.6,111.5,20.0,30.3,20.0,125.8,509.4,132.5,93.4,20.0,20.0,20.0,20.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,222.3,20.0
157,20.0,20.0,36.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1070.6,44.0,20.0,39.6,20.0,150.9,175.6,36.1,20.0,139.7,4268.2,65.0,81.5,674.5,20.0,27.6,119.5,1203.2,222.9,82.9,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
158,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,46.6,20.0,84.6,201.5,84.2,53.0,61.0,20.0,102.8,20.0,35.3,117.0,72.3,20.0,27.1,103.0,20.0,129.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,75.3,20.0,20.0,20.0,399.2,20.0
159,20.0,20.0,36.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,38.8,175.4,30.9,20.0,422.3,94.2,104.0,20.0,42.9,20.0,71.3,20.0,1353.1,20.0,111.5,549.0,20.0,409.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,50.3,20.0,20.0,20.0,20.0,20.0
160,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1427.4,20.0,233.2,30.7,20.0,254.4,108.7,47.7,20.0,63.9,20.0,110.1,20.0,1067.2,20.0,29.7,20.0,20.0,182.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
161,20.0,20.0,81.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,41.1,20.0,20.0,428.1,20.0,20.0,571.3,124.1,20.3,20.0,117.5,20.0,50.6,20.0,2041.7,111.5,20.0,677.3,20.0,772.0,20.0,20.0,163.6,20.0,20.0,20.0,20.0,20.0,222.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0
162,20.0,20.0,35.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,131.1,20.0,20.0,20.0,20.0,33.3,20.0,20.0,222.1,66.7,20.0,58.8,20.0,191.4,20.0,20.0,20.0,20.0,20.0,20.0,81.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
163,20.0,20.0,20.0,20.0,20.0,530.7,20.0,90.3,20.0,20.0,20.0,20.0,852.3,20.0,20.0,154.1,240.8,115.2,83.9,163.6,20.0,214.0,20.0,49.6,134.8,194.4,20.0,63.8,79.8,20.0,20.0,20.0,23.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,155.7,35.4,20.0,20.0,20.0,20.0
164,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,311.9,78.6,20.0,58.5,64.7,171.7,20.0,59.6,20.0,49.6,72.3,1349.4,20.0,301.5,36.2,20.0,20.0,89.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,687.0
165,175.2,535.3,285.3,181.2,20.0,1093.8,752.7,83.6,345.5,464.0,156.3,107.4,682.4,116.3,20.0,56.0,224.4,20.0,20.0,20.0,150.8,207.1,4220.0,153.1,135.1,20.0,466.7,49.1,739.9,620.7,556.9,47.3,54.3,20.0,301.5,44.1,33.7,20.0,20.0,20.0,20.0,20.0,28.3,20.0,20.0,20.0,20.0
166,299.0,610.6,74.0,328.6,321.8,1220.8,20.0,73.2,334.0,20.0,61.5,186.9,713.1,196.9,499.1,233.5,145.8,20.0,946.1,65.1,265.9,63.5,3720.2,587.4,20.0,20.0,676.5,121.5,2282.1,1082.2,20.0,147.7,109.6,20.0,190.8,24.9,20.0,20.0,20.0,20.0,20.0,67.2,20.0,20.0,20.0,20.0,20.0
167,20.0,267.2,428.2,20.0,20.0,552.3,676.6,117.1,20.0,489.6,197.9,197.0,669.4,20.0,20.0,91.2,178.9,2301.2,939.6,81.6,231.3,117.6,3271.4,706.1,20.0,4285.9,171.0,20.0,1635.2,1123.2,1216.6,193.9,51.3,20.0,78.0,36.9,20.0,2262.5,20.0,20.0,20.0,20.0,44.2,20.0,20.0,20.0,20.0
168,526.4,575.2,39.0,20.0,20.0,531.5,868.2,85.1,369.6,637.2,214.7,145.1,1450.5,131.3,20.0,323.3,20.0,386.1,735.8,297.0,249.1,267.2,2369.5,399.8,79.8,2633.2,551.4,20.0,1124.4,675.2,528.3,142.5,121.2,196.0,150.7,20.0,20.0,2091.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,383.1,20.0
169,384.2,418.9,25.6,352.4,523.5,712.8,613.6,91.9,511.3,424.6,249.0,114.9,900.2,168.2,20.0,449.6,175.8,747.3,20.0,314.0,209.3,223.1,4293.2,435.2,111.0,1511.0,728.8,256.7,1587.4,1038.8,772.7,181.8,76.3,20.0,229.4,20.0,28.2,20.0,20.0,20.0,20.0,20.0,39.5,20.0,20.0,389.3,20.0
170,300.9,442.3,136.1,187.5,420.7,899.0,813.2,142.9,252.5,496.4,57.0,134.0,1277.7,257.0,280.2,253.2,133.0,481.3,20.0,111.7,274.7,149.2,4553.3,605.2,20.0,2234.4,475.2,167.7,20.0,1148.7,20.0,75.5,20.0,20.0,297.4,22.2,20.0,20.0,20.0,20.0,20.0,206.7,49.4,20.0,20.0,20.0,20.0
171,596.3,471.9,99.7,20.0,20.0,924.6,891.1,88.9,20.0,488.2,143.4,92.5,1038.0,68.0,20.0,225.7,20.0,2642.7,653.6,119.2,296.7,182.7,3157.9,155.8,58.1,2859.7,595.1,191.6,942.8,712.1,323.8,156.4,61.0,20.0,76.1,20.0,20.0,2330.9,20.0,20.0,20.0,20.0,139.2,20.0,20.0,20.0,20.0
172,216.5,20.0,45.8,115.6,290.5,20.0,20.0,181.3,20.0,20.0,225.4,20.0,782.9,98.9,20.0,111.2,103.8,4088.4,293.7,146.5,20.0,192.0,1406.5,146.5,20.0,4007.9,20.0,162.3,363.4,20.0,320.9,124.0,107.1,20.0,248.6,28.5,60.5,2130.9,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,756.0
173,20.0,20.0,49.6,30.4,85.9,795.8,316.6,164.1,131.4,340.8,199.1,20.0,873.6,20.0,150.3,51.8,110.9,20.0,66.4,61.4,266.8,20.0,2671.9,20.0,117.2,337.9,20.0,25.1,36.8,581.5,33.5,76.4,20.0,20.0,312.6,20.0,20.0,20.0,20.0,20.0,20.0,163.0,63.6,20.0,20.0,324.7,371.6
174,284.7,630.4,103.7,283.9,20.0,775.8,834.0,115.3,20.0,558.1,20.0,20.0,1215.0,183.6,354.4,161.3,20.0,567.9,838.9,301.6,20.0,181.1,3669.0,686.3,130.2,2271.4,440.1,133.5,964.5,1096.3,464.9,104.4,118.6,20.0,85.5,20.0,99.2,1731.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
175,194.7,72.7,190.9,20.0,185.9,810.5,351.3,57.0,86.8,359.3,306.5,20.0,805.3,65.8,140.1,115.2,119.5,2168.3,919.1,180.2,279.7,199.0,2677.8,20.0,105.6,2770.3,680.0,96.9,20.0,495.7,20.0,100.9,40.4,20.0,239.2,20.0,20.0,1988.9,20.0,20.0,20.0,20.0,43.1,20.0,20.0,20.0,20.0
176,237.5,20.0,256.2,418.0,20.0,20.0,20.0,40.7,20.0,430.6,70.5,20.0,983.5,20.0,251.7,139.4,111.6,20.0,73.1,20.0,157.6,215.8,3587.4,115.3,101.1,20.0,357.9,70.9,1918.3,1290.3,20.0,131.0,48.3,20.0,279.5,112.3,41.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,885.9
177,317.8,22.1,20.0,412.5,373.6,674.3,425.2,82.7,190.1,274.1,96.5,58.4,1009.0,231.4,233.8,87.0,147.1,1777.4,156.3,34.6,20.0,251.9,3009.2,20.0,89.3,4024.2,376.9,193.1,20.0,379.1,20.0,95.9,32.6,20.0,97.8,20.0,598.7,1902.6,20.0,20.0,20.0,20.0,26.7,20.0,20.0,20.0,20.0
178,420.3,617.9,20.0,322.0,467.3,20.0,616.4,134.8,415.1,508.3,220.6,75.0,1201.3,126.8,319.8,20.0,192.4,1435.3,592.8,59.3,269.5,227.0,3084.4,239.8,88.4,2487.6,695.6,140.6,1119.6,962.8,564.9,20.0,20.0,20.0,216.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,52.5,20.0,20.0,20.0,20.0
179,419.6,534.4,37.7,20.0,20.0,223.4,842.1,184.6,20.0,641.7,325.9,22.0,757.3,100.0,441.1,307.4,117.5,1632.8,298.8,159.6,242.2,156.8,2555.1,322.6,74.5,4111.9,186.2,20.0,528.7,689.0,279.0,20.0,39.4,20.0,175.2,20.0,20.0,1728.0,20.0,20.0,20.0,27.4,39.5,20.0,20.0,20.0,20.0
180,98.3,20.0,20.0,31.3,126.6,20.0,883.6,146.4,232.5,595.2,130.4,216.5,542.1,20.0,20.0,42.7,176.7,397.7,375.2,70.6,20.0,47.1,20.0,89.8,20.0,929.2,20.0,100.3,311.2,1344.8,393.9,89.5,139.4,20.0,265.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,588.0
